student_id,accuracy,avg_response_time,hesitation_rate,engagement_score,hint_usage,learner_type
1,0.49963209507789,14.566910852355413,0.18513292883861965,0.6152654281089744,0.26170568373590597,Developing
2,0.960571445127933,11.649734594194166,0.5419009473783581,0.5833455021037848,0.24697879907199982,Independent Mastery
3,0.7855951534491241,7.5714970931539,0.8729458358764083,0.22051365264514855,0.9062545805210367,Needs Support
4,0.6789267873576292,16.648310354725076,0.7322248864095612,0.4729982621009251,0.2495461998495061,Competent
5,0.3248149123539492,14.325161105969826,0.8065611478614497,0.5041564950286856,0.271949726128631,Needs Support
6,0.32479561626896214,4.927104908208044,0.6587833667107174,0.5190582247175204,0.7593982624179637,Needs Support
7,0.24646688973455957,18.396689320889166,0.6922765645178525,0.6641378953818659,0.44973984245054,Needs Support
8,0.8929409166199482,16.805670372617044,0.8491956515653193,0.6268820373815027,0.7767105569551812,Needs Support
9,0.6808920093945671,19.09639843925463,0.24966800885918594,0.6863240742347557,0.06536615756438524,Competent
10,0.7664580622368364,15.062951150990479,0.4894249636431405,0.8119066092337026,0.4875711936733843,Competent
11,0.21646759543664196,13.041473526844218,0.22120944181960223,0.8503885909728748,0.03361360018328263,Needs Support
12,0.9759278817295955,9.52837465323114,0.987668007996647,0.7744984609811956,0.06265320345535452,Independent Mastery
13,0.8659541126403374,18.78911270037224,0.9440593396866133,0.9644189567639478,0.906437453344411,Needs Support
14,0.36987128854262097,17.589150011007348,0.0394268113685059,0.21458606614108933,0.13924537111759516,Needs Support
15,0.3454599737656805,2.8139360619114093,0.7055751725156885,0.3566223885468369,0.5324206822752171,Needs Support
16,0.34672360788274703,2.4746055409505363,0.9252483174156658,0.2060502999825137,0.41109560260070654,Needs Support
17,0.4433937943676302,8.776340603804893,0.18057534512733353,0.7179797713236824,0.3473433262588427,Needs Support
18,0.6198051453057902,16.58995995407299,0.5679452305526295,0.9184244391599896,0.8998333456872725,Needs Support
19,0.5455560149136927,19.770970327669,0.9154882975880418,0.39478583726103944,0.0218233967754895,Developing
20,0.43298331215843355,4.707504039863507,0.03394597858579884,0.9416276358370455,0.6637896861755891,Needs Support
21,0.6894823157779035,12.694352876338431,0.6974202672468399,0.24821391223164868,0.9633944342135504,Needs Support
22,0.3115950885216335,8.856035419358388,0.29734900737255077,0.9475488214444114,0.5601681834618419,Needs Support
23,0.43371571882817456,19.45845916066286,0.9243961953765304,0.48129814979170754,0.9368224620330918,Needs Support
24,0.4930894746349534,17.158140616442758,0.9710582451653678,0.2811366627593732,0.05225787928602377,Developing
25,0.5648559873736287,17.08991668480048,0.9442664891134339,0.5886974073490605,0.4187933190741614,Developing
26,0.8281407691144109,10.436476876309465,0.47421421665746377,0.4054212541764064,0.26015779096205116,Independent Mastery
27,0.3597390257266878,9.466751042077973,0.8620426509893134,0.4278983215695383,0.7308209649807298,Needs Support
28,0.6113875507308892,6.921327294752713,0.8445493985350704,0.4458319719410293,0.9812970904972467,Needs Support
29,0.6739316550896339,3.014758939716688,0.31910047324325563,0.8424207182661307,0.2565300624442478,Competent
30,0.2371603301759982,17.565002772590958,0.8289154741506773,0.6313290213402036,0.6541746014740745,Needs Support
31,0.6860358815211507,16.632218164341396,0.03700763471549262,0.44904615932480296,0.19809763275974013,Competent
32,0.33641929894983325,19.994918119150352,0.596269878482053,0.6882670266487347,0.5653302545716099,Needs Support
33,0.25204127438822366,19.939463067330298,0.23000883728770305,0.772920539378555,0.4639324866883362,Needs Support
34,0.9591084298026666,11.997770700847294,0.12056688577727881,0.41809920058682704,0.9720053296315371,Needs Support
35,0.9725056264596474,15.841773473249189,0.07695320162920916,0.5308392812202812,0.6085272726964666,Dependent Advanced
36,0.846717878493169,19.005783137883704,0.6962887758781398,0.29750887466955805,0.3495063720868188,Independent Mastery
37,0.4436910153386966,17.293653032193404,0.33987496376806614,0.3449194796277443,0.11409578488793337,Needs Support
38,0.2781376912051071,6.452265831377558,0.7247667715287615,0.7448942831719862,0.15124682873493456,Needs Support
39,0.7473864212097256,10.109794435581684,0.06535634079894237,0.3451506781565016,0.2253169299512351,Competent
40,0.5521219949916811,4.32486947272691,0.31529033783061033,0.6201307069336481,0.250966661340298,Developing
41,0.2976305878758231,19.172918490657004,0.5394912923753372,0.7672370093779461,0.8506160578411378,Needs Support
42,0.5961415280890161,12.911143420115842,0.7907231648389635,0.28550153847579507,0.5612227882825249,Developing
43,0.22751081689217473,6.115570499062329,0.3187525029320699,0.6538497757031229,0.5233909113743664,Needs Support
44,0.9274563216630256,14.090612319305421,0.6258913764370091,0.40525022696109103,0.11476887186921747,Independent Mastery
45,0.40702398528001354,13.126308328242125,0.8859777482361871,0.9703415001900639,0.860139693349435,Needs Support
46,0.7300178274831857,8.446928924591129,0.6158631881823046,0.5868365173759398,0.7228143032084837,Needs Support
47,0.4493688608715288,4.044036659593322,0.23295947475363377,0.8447940398201266,0.06766836190000158,Needs Support
48,0.6160544169422486,14.088317520670392,0.02440078155653802,0.6401812337250095,0.7078350972297687,Needs Support
49,0.6373682234746237,11.36553861626828,0.8700988739009299,0.23473002628385534,0.5435382173426461,Developing
50,0.3478835644204217,15.901731051241509,0.021269410850387138,0.7065211004752179,0.08172534574677826,Needs Support
51,0.9756677022116469,11.36294302001588,0.8747016726841994,0.9611226737653256,0.45830064152865646,Dependent Advanced
52,0.8201062586888916,17.339267005733724,0.528937134027212,0.681289456117065,0.484696287130047,Dependent Advanced
53,0.9515991532513512,11.934323097940739,0.9390676985128962,0.8553510875414323,0.16577454016327575,Independent Mastery
54,0.915861880342119,12.096883487636953,0.7987832357736654,0.9073651706787262,0.9456981470002823,Needs Support
55,0.6783199830488682,17.77976484785021,0.9979341105333375,0.382463817559146,0.8499753714806619,Needs Support
56,0.9374993880184934,9.262691591823147,0.35071181545171015,0.3696358719265813,0.6690223373291083,Dependent Advanced
57,0.2707940016415356,4.412274112111533,0.7671882889311269,0.6887847910807934,0.4622955610006072,Needs Support
58,0.3567862899353162,2.5180881736401015,0.40193091360924216,0.5288227758453639,0.4117655415845085,Needs Support
59,0.23618183112843047,15.592470602125141,0.47987562030390885,0.8718890422933763,0.6509734671509542,Needs Support
60,0.4602642646106115,13.165571924362364,0.6275054632183701,0.920018498718409,0.5454318694069055,Developing
61,0.5109418317515857,14.673435825786024,0.8736771141863388,0.4827371034421745,0.062273105881885615,Developing
62,0.41707922541911674,5.833354907160393,0.9840834691992951,0.38949644717958565,0.5125026487703317,Needs Support
63,0.8629900073215435,4.454686560561855,0.7682734138645182,0.8244204121950895,0.8064036172328395,Needs Support
64,0.4854026613548714,2.261803982021875,0.41776678216733376,0.4198448284385089,0.45923987759695806,Developing
65,0.4247476077499046,8.310576058518745,0.4213570022770702,0.8580914548109428,0.05195657755426841,Needs Support
66,0.6341568665265989,12.618518363383396,0.7375823015888915,0.5389906029190104,0.7862781993840331,Needs Support
67,0.31273937997981016,9.060392811795182,0.23877714576830233,0.7340399194331764,0.2013637821359744,Needs Support
68,0.8417575846032317,9.874548596427124,0.11047411313139466,0.27642825106773455,0.2586208348880388,Independent Mastery
69,0.2596405149438167,18.27485650088747,0.35462215764077654,0.6990874597412584,0.1647063534322959,Needs Support
70,0.9895095492804138,8.268598406419407,0.28723899165408173,0.5614141429897833,0.33021506487149754,Independent Mastery
71,0.8177958154373259,11.251810804876595,0.2963081204559901,0.6692867705403793,0.756751505688635,Needs Support
72,0.35897254522733796,16.105754229340576,0.23360775104990994,0.33441136619589074,0.5193858595039373,Needs Support
73,0.20441769369888194,9.137770081782863,0.04209318963636188,0.7894989959553458,0.20488127415071256,Needs Support
74,0.8523691427638673,13.197560604101723,0.01787393473341381,0.8902376620345829,0.8778300781520408,Needs Support
75,0.7654858750780937,17.52254675744141,0.9877223897360315,0.37339184007262055,0.8795818549515292,Needs Support
76,0.7832057344327898,19.09137122583756,0.42777313373586234,0.2765716444161294,0.8705784250460069,Needs Support
77,0.8170162773487566,4.647322656722682,0.3843266471596817,0.21891086883706912,0.23879621138153928,Independent Mastery
78,0.2592357213872723,18.678577252906898,0.6796472826930698,0.7135772003546128,0.4512393441809881,Needs Support
79,0.48677258283541813,10.858093275431688,0.21825388786506417,0.6856752288710246,0.9849896561408751,Needs Support
80,0.2926952476201038,6.64839898938125,0.9499611839502253,0.637357930171256,0.7720124763099904,Needs Support
81,0.890482740700475,10.264443612288703,0.786345014415552,0.38555767689278037,0.027167421225559818,Independent Mastery
82,0.6986385014620464,19.640586355138588,0.08941100231225951,0.5127247967244117,0.06520459126049205,Competent
83,0.46471841988211937,10.867125691871653,0.41758077578492836,0.6755810681489385,0.46393137681233276,Developing
84,0.25084668022881895,7.917528985175148,0.8791183075621647,0.5974134870873355,0.9092202058615602,Needs Support
85,0.4487858573725298,13.401215377701064,0.9447320222914103,0.9902284161719099,0.5387017979527142,Needs Support
86,0.46014665762139767,6.3226211380074755,0.4674015112498697,0.3091518020453865,0.4978125080342902,Developing
87,0.7836849426704513,3.3655399059559503,0.6134113892107077,0.7561156432380751,0.10547369995663058,Competent
88,0.7100459770841705,4.319834994391686,0.16703394609207523,0.5234550144834338,0.656780104724294,Competent
89,0.9097701940610612,4.304825101239904,0.9911686261369765,0.5425596919404918,0.8221031606002255,Needs Support
90,0.5777719401295595,4.7342484832212985,0.2316717013834434,0.7740782125265411,0.38042000750756233,Developing
91,0.29567539675064136,4.498889107689383,0.9427317741351257,0.7539489210594958,0.7756118509253275,Needs Support
92,0.7705958297783961,13.535745406457863,0.6496466489923685,0.9930047949617506,0.9644766539008116,Needs Support
93,0.8086280388935181,5.273841519184607,0.6077367948788591,0.3027154315633002,0.2037664591276891,Independent Mastery
94,0.649021758055597,8.222011099829537,0.5126885110165086,0.2832877195073331,0.5233296311947413,Developing
95,0.8167737439636489,18.142191378308212,0.2306698117177587,0.779471053702993,0.28713795808457554,Independent Mastery
96,0.5950364770915126,10.531309524731702,0.17652803200550826,0.6627095336051273,0.7928544190338394,Needs Support
97,0.6181862635055952,14.016039293378489,0.22048620907017535,0.4193285332478447,0.5775933658811575,Developing
98,0.5420328146868397,5.101757681629337,0.18643826214425452,0.2635354951911893,0.6345824175503038,Developing
99,0.22033530139527616,5.461202338556074,0.7795844735667533,0.26852659967714443,0.7979141596158941,Needs Support
100,0.2863131415946436,2.7356350927966195,0.3501252591667301,0.9153526997312946,0.3959704726624549,Needs Support
101,0.22514334854938742,5.040831135298962,0.05784267656339637,0.35349385977499437,0.9150900684070432,Needs Support
102,0.7091283290110244,7.014626102575255,0.9691026301408113,0.45869724969241665,0.53302886724614,Competent
103,0.45148478486106136,5.186188716981443,0.8837858849634257,0.38132512178159045,0.157954822835348,Developing
104,0.6068565529317622,3.596645607627001,0.927752283195213,0.4839970446655499,0.6958991181688025,Developing
105,0.9260531791408744,4.171445679810814,0.9949078226464353,0.2555390741968747,0.7932613504382544,Needs Support
106,0.39943378331909996,10.294017824589064,0.1738952492194873,0.6152478327266163,0.31676167706752667,Needs Support
107,0.5283063384285038,5.714006931304265,0.39624201890265875,0.25409005087377196,0.857179256998753,Needs Support
108,0.804440910834439,8.556857498865359,0.7582384757040913,0.8402852062578894,0.9061432547657664,Needs Support
109,0.383038532393298,11.061510875387423,0.6960206180537922,0.38696966552834644,0.2769044873778089,Needs Support
110,0.2615839278630344,14.427106915328576,0.15389590633985506,0.6320095316836085,0.9835214727152221,Needs Support
111,0.43180116233101445,2.707618517139781,0.8158331249906178,0.9040632700491666,0.14071152804875842,Needs Support
112,0.32897702980320354,16.389387180362768,0.22444057183666066,0.7207018952377553,0.20201566840248997,Needs Support
113,0.9437581218740585,13.302207010836339,0.22381761482262308,0.6263662292410683,0.18422483923802613,Independent Mastery
114,0.8464963036515336,3.4716625750796943,0.5369744228934136,0.4594670024923005,0.8939897100078704,Needs Support
115,0.7067230052083389,17.724415233921988,0.5929399348417032,0.46640153044655835,0.6542925523249619,Competent
116,0.8971684721501743,18.575703209572637,0.5800862078378112,0.7355895641585521,0.15210428322227287,Independent Mastery
117,0.8429376615192916,3.0994032773875473,0.09148683739775487,0.9953114889769341,0.440323418368349,Dependent Advanced
118,0.3492560471088287,6.983797666649667,0.8774608626303804,0.7294713518795028,0.615298025069802,Needs Support
119,0.9140471987919823,16.511623036275104,0.26560004258870606,0.6462267338960199,0.08346408498938329,Independent Mastery
120,0.6314737935325205,15.468674426905851,0.12951492128280417,0.784520408191397,0.8824163684073387,Needs Support
121,0.84595212413125,5.321378348414791,0.8887480798689772,0.5721644898269745,0.8036035354415352,Needs Support
122,0.9168730399387945,5.768287820060785,0.9556514982297534,0.24811387408062818,0.5052067735766382,Dependent Advanced
123,0.4544027799774911,8.668497850244876,0.8621276172654506,0.6498374527023278,0.9671266152591704,Needs Support
124,0.2880415396221414,10.721413733438384,0.8095160747248781,0.9661002276043043,0.4177609792750997,Needs Support
125,0.3823481300335534,13.128585887545327,0.6552419806390217,0.3402423538861277,0.9841103190364978,Needs Support
126,0.5416862309010051,8.640445512255903,0.5508573706091393,0.7520039126565325,0.6679199988036271,Developing
127,0.8544118127379945,10.325624890396663,0.08698675991141014,0.3607469509272452,0.6346712732539415,Dependent Advanced
128,0.8885844666050748,15.454476886407617,0.4084532130706987,0.6286621475784651,0.165954895295785,Independent Mastery
129,0.20556170442495258,2.660297652030762,0.372688517012314,0.2773411597173757,0.881927758304644,Needs Support
130,0.6085978420620526,6.543864998192373,0.2597537837603262,0.5602967490065481,0.42748968792061515,Developing
131,0.5339288025190232,14.840292545921944,0.7234201136885849,0.804930663116197,0.16223340578247936,Developing
132,0.3776862483765842,18.11372307836959,0.4958757350787708,0.4780572193911857,0.01260751997575904,Needs Support
133,0.29589229386694627,11.210193958081991,0.08104621590764793,0.7319293795897746,0.5597556836383826,Needs Support
134,0.4700921371229024,11.578042734775682,0.22018320194981134,0.8363599686317833,0.5273996221226763,Developing
135,0.9543277631300153,3.929096204115969,0.6832587636595959,0.9417422555835622,0.7193536223691586,Needs Support
136,0.4585623456166042,10.053422602822184,0.07613085949030018,0.38771366548436287,0.8902580530178021,Needs Support
137,0.6150324973946929,11.587110796190418,0.8512069140487687,0.5194527326474465,0.07940658464302952,Developing
138,0.7624151671161423,6.3644690654251335,0.4951465270139743,0.321932810664334,0.7314964903403623,Needs Support
139,0.4909036819034352,6.846378157088857,0.480586577326648,0.9939868017267002,0.18741194409758222,Developing
140,0.9774256661767686,8.791114935883208,0.5924077846595176,0.9416007743394363,0.858177053157164,Needs Support
141,0.9699578359536891,2.3612815599990746,0.8246809659251492,0.6319657042244478,0.8190635138616561,Needs Support
142,0.40142583666029136,7.797424980497209,0.34780920790219305,0.8736266355011371,0.5407937549855444,Needs Support
143,0.5977988047139084,5.806064125937803,0.6780161525590636,0.6167663818176338,0.7102427986233115,Needs Support
144,0.44070264785341573,7.894952339202463,0.5657319639957911,0.6988685504022079,0.3143501131837484,Needs Support
145,0.4278723955019741,4.155718372746522,0.2670282701694213,0.27129954569281334,0.47116789893281463,Needs Support
146,0.22950955788362626,18.02949105331811,0.878629986355158,0.8042163363974464,0.8216368977104717,Needs Support
147,0.6876514671839176,12.684664163972876,0.7974260216069281,0.3021707869081879,0.4592651971732139,Competent
148,0.6021432185830893,14.223841744600813,0.6584518346584255,0.8608541042020228,0.3577982653254418,Developing
149,0.2411830009999915,16.20508229493209,0.8505817290942419,0.8256224701363089,0.4942124472502999,Needs Support
150,0.4229171713892892,10.97195958072303,0.8672942009598024,0.7669957581943811,0.8282492524372184,Needs Support
151,0.9266127087733229,3.5645651855736267,0.7083629767150348,0.22892830441980971,0.33520804737087273,Independent Mastery
152,0.39164951253357794,11.66791775273386,0.837013328363672,0.4425026847562629,0.1737615931357438,Needs Support
153,0.3159158976729785,12.563140124375824,0.6974714616692836,0.4104900559286743,0.7120140203307808,Needs Support
154,0.5915622082220504,15.41791053531794,0.6801407717603004,0.4881091259772153,0.8259782127080818,Needs Support
155,0.9885203632884807,9.769871832134228,0.6186113782151843,0.27011419741107084,0.10063747852353333,Independent Mastery
156,0.39364421720920034,4.296445450320148,0.7527166395576412,0.9495662584248503,0.23987411275594472,Needs Support
157,0.737708437924703,7.10796630437704,0.1586051052930737,0.643041792569901,0.1419719897609939,Competent
158,0.8092956922629742,8.535481335175431,0.8808707591989284,0.44441944852641885,0.3479414115821666,Independent Mastery
159,0.39011003519391974,13.626510343968821,0.871843527745232,0.5175852136594268,0.45035097890541265,Needs Support
160,0.7825730788894878,12.274009484040414,0.029247283034559146,0.5577620324038686,0.7488263369633065,Needs Support
161,0.4942265061754026,8.409741066161232,0.8258167505647627,0.6804754666884938,0.6511475848816741,Developing
162,0.7058446644748637,19.757274478273633,0.1288698674734452,0.6125435421571983,0.6209285674784312,Competent
163,0.7068237686087158,12.90394674842397,0.3351188542591419,0.9355135785715338,0.3523749466096544,Competent
